province,REF_DATE,uom_houseindex,scalar_houseindex,avg_house_only,avg_land_only,avg_totalhouseland,uom_income,scalar_income,statistic_income,avg_income,uom_expenditure,scalar_expenditure,statistic_expenditure,avg_food_expenditures,avg_income_taxes,avg_mortageinsurance,avg_mortagePaid,avg_accomodation,avg_rent,avg_shelter,avg_total_expenditure,avg_taxes_landregfees,uom_tourist,scalar_tourist,avg_international_tourism,avg_domestic_tourism,uom_labourforce,scalar_labourforce,statistic_labourforce,avg_employment,avg_fulltime,avg_labourforce,avg_parttime,avg_population,avg_unemployment,uom_lfperc,scalar_lfperc,statistic_labourforceperc,avg_employment_rate,avg_participationrate,avg_unemploymentrate,uom_crime,scalar_crime,statistic_crime,avg_crime_incidents
Prairie Region,1988-07,"Index, 201612=100",units,33.4,29.1,32.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prairie Region,1988-03,"Index, 201612=100",units,33.2,28.3,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prairie Region,1988-05,"Index, 201612=100",units,33.4,28.7,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prairie Region,1988-02,"Index, 201612=100",units,33.1,28.3,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prairie Region,1988-12,"Index, 201612=100",units,33.5,30.1,32.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prairie Region,1988-08,"Index, 201612=100",units,33.5,29.4,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prairie Region,1988-01,"Index, 201612=100",units,33.1,28.0,31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prairie Region,1988-11,"Index, 201612=100",units,33.6,29.8,32.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prairie Region,1988-09,"Index, 201612=100",units,33.5,29.4,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prairie Region,1988-04,"Index, 201612=100",units,33.3,28.5,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prairie Region,1988-10,"Index, 201612=100",units,33.6,29.5,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prairie Region,1988-06,"Index, 201612=100",units,33.4,28.8,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic Region,1987-06,"Index, 201612=100",units,55.3,47.8,53.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic Region,1987-11,"Index, 201612=100",units,55.7,48.6,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic Region,1987-05,"Index, 201612=100",units,55.1,47.6,53.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic Region,1987-10,"Index, 201612=100",units,55.6,48.1,54.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic Region,1987-01,"Index, 201612=100",units,53.9,45.4,52.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic Region,1987-12,"Index, 201612=100",units,55.7,48.6,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic Region,1987-09,"Index, 201612=100",units,55.5,48.1,54.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic Region,1987-08,"Index, 201612=100",units,55.4,48.1,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic Region,1987-03,"Index, 201612=100",units,54.6,47.1,53.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic Region,1987-02,"Index, 201612=100",units,54.5,47.2,53.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic Region,1987-04,"Index, 201612=100",units,54.6,47.2,53.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic Region,1987-07,"Index, 201612=100",units,55.3,47.8,53.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manitoba,1986-09,"Index, 201612=100",units,39.3,28.9,36.4,,,,,,,,,,,,,,,,,Persons,unit,80992.0,140638.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",315.9666748046875,259.26666259765625,337.8666687011719,56.70000076293945,492.3999938964844,21.899999618530273,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",61.29999923706055,65.71666717529297,6.483333110809326,,,,
Manitoba,1986-01,"Index, 201612=100",units,37.7,26.9,34.7,,,,,,,,,,,,,,,,,Persons,unit,69255.0,107854.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",310.5833435058594,256.23333740234375,335.6000061035156,54.400001525878906,489.75,25.016666412353516,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",60.483333587646484,65.69999694824219,7.5333333015441895,,,,
Manitoba,1986-04,"Index, 201612=100",units,38.6,27.1,35.4,,,,,,,,,,,,,,,,,Persons,unit,86535.0,133964.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",310.6666564941406,256.0333251953125,336.4666748046875,54.650001525878906,491.26666259765625,25.766666412353516,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",60.25,65.61666870117188,7.7166666984558105,,,,
Manitoba,1986-11,"Index, 201612=100",units,39.5,29.0,36.6,,,,,,,,,,,,,,,,,Persons,unit,56840.0,90598.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",315.0,258.5,341.23333740234375,56.5,493.3500061035156,26.233333587646484,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",60.88333511352539,66.19999694824219,7.816666603088379,,,,
Manitoba,1986-08,"Index, 201612=100",units,39.2,28.2,36.1,,,,,,,,,,,,,,,,,Persons,unit,147949.0,261882.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",312.9666748046875,257.98333740234375,337.45001220703125,54.983333587646484,492.0666809082031,24.483333587646484,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",60.78333282470703,65.68333435058594,7.133333206176758,,,,
Manitoba,1986-06,"Index, 201612=100",units,38.8,27.9,35.7,,,,,,,,,,,,,,,,,Persons,unit,94904.0,209965.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",312.4333190917969,256.95001220703125,335.8333435058594,55.516666412353516,491.8166809082031,23.399999618530273,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",60.70000076293945,65.48332977294922,7.0,,,,
Manitoba,1986-07,"Index, 201612=100",units,38.8,28.2,35.9,,,,,,,,,,,,,,,,,Persons,unit,139767.0,273482.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",310.9333190917969,256.3999938964844,336.29998779296875,54.516666412353516,491.8333435058594,25.366666793823242,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",60.400001525878906,65.55000305175781,7.400000095367432,,,,
Manitoba,1986-02,"Index, 201612=100",units,37.9,26.9,34.8,,,,,,,,,,,,,,,,,Persons,unit,63745.0,101378.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",309.5,254.63333129882812,334.5833435058594,54.88333511352539,490.23333740234375,25.049999237060547,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",60.21666717529297,65.41666412353516,7.650000095367432,,,,
Manitoba,1986-05,"Index, 201612=100",units,38.7,27.1,35.4,,,,,,,,,,,,,,,,,Persons,unit,85414.0,157583.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",310.9166564941406,256.0333251953125,337.01666259765625,54.88333511352539,491.5666809082031,26.116666793823242,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",60.266666412353516,65.68333435058594,7.849999904632568,,,,
Manitoba,1986-12,"Index, 201612=100",units,39.7,29.2,36.7,,,,,,,,,,,,,,,,,Persons,unit,66151.0,107393.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",314.9333190917969,257.8500061035156,342.01666259765625,57.099998474121094,493.7833251953125,27.08333396911621,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",60.81666564941406,66.31666564941406,8.100000381469727,,,,
Manitoba,1986-03,"Index, 201612=100",units,38.1,27.1,35.0,,,,,,,,,,,,,,,,,Persons,unit,89635.0,135225.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",309.8333435058594,257.9333190917969,336.25,51.900001525878906,490.70001220703125,26.41666603088379,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",60.21666717529297,65.63333129882812,8.066666603088379,,,,
Manitoba,1986-10,"Index, 201612=100",units,39.3,28.9,36.4,,,,,,,,,,,,,,,,,Persons,unit,79937.0,131500.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",317.6499938964844,259.98333740234375,339.6499938964844,57.61666488647461,492.95001220703125,22.03333282470703,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",61.599998474121094,65.98332977294922,6.400000095367432,,,,
Manitoba,2013-04,"Index, 201612=100",units,93.1,96.3,94.2,Dollars,units,"Median total income,Both sexes,All age groups",2615.83,Dollars,unit,Average expenditure per household,608.08,1091.42,12.0,351.58,1046.0,248.5,1164.83,6138.08,9.08,Persons,unit,136776.0,183376.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",394.5333251953125,320.9666748046875,417.1166687011719,73.56666564941406,585.7333374023438,22.58333396911621,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",64.94999694824219,69.05000305175781,5.75,Number,unit,Total of all violations-Actual incidents,9196.75
Manitoba,2013-06,"Index, 201612=100",units,94.0,96.3,94.8,Dollars,units,"Median total income,Both sexes,All age groups",2615.83,Dollars,unit,Average expenditure per household,608.08,1091.42,12.0,351.58,1046.0,248.5,1164.83,6138.08,9.08,Persons,unit,123047.0,196593.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",398.8333435058594,325.8166809082031,420.70001220703125,73.0,586.8666381835938,21.883333206176758,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",65.41666412353516,69.46666717529297,5.833333492279053,Number,unit,Total of all violations-Actual incidents,9196.75
Manitoba,2013-01,"Index, 201612=100",units,91.8,96.2,93.2,Dollars,units,"Median total income,Both sexes,All age groups",2615.83,Dollars,unit,Average expenditure per household,608.08,1091.42,12.0,351.58,1046.0,248.5,1164.83,6138.08,9.08,Persons,unit,121373.0,166785.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",399.9333190917969,326.8166809082031,418.3500061035156,73.0999984741211,584.316650390625,18.399999618530273,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",65.93333435058594,69.33333587646484,4.766666889190674,Number,unit,Total of all violations-Actual incidents,9196.75
Manitoba,2013-03,"Index, 201612=100",units,92.2,96.3,93.6,Dollars,units,"Median total income,Both sexes,All age groups",2615.83,Dollars,unit,Average expenditure per household,608.08,1091.42,12.0,351.58,1046.0,248.5,1164.83,6138.08,9.08,Persons,unit,175808.0,229673.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",399.73333740234375,322.70001220703125,419.8166809082031,77.01667022705078,585.0833129882812,20.08333396911621,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",65.76667022705078,69.43333435058594,5.150000095367432,Number,unit,Total of all violations-Actual incidents,9196.75
Manitoba,2013-05,"Index, 201612=100",units,93.8,96.3,94.6,Dollars,units,"Median total income,Both sexes,All age groups",2615.83,Dollars,unit,Average expenditure per household,608.08,1091.42,12.0,351.58,1046.0,248.5,1164.83,6138.08,9.08,Persons,unit,135909.0,195258.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",395.9166564941406,324.0333251953125,417.76666259765625,71.9000015258789,586.1500244140625,21.850000381469727,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",64.93333435058594,68.91666412353516,5.699999809265137,Number,unit,Total of all violations-Actual incidents,9196.75
Manitoba,2013-12,"Index, 201612=100",units,94.5,96.3,95.1,Dollars,units,"Median total income,Both sexes,All age groups",2615.83,Dollars,unit,Average expenditure per household,608.08,1091.42,12.0,351.58,1046.0,248.5,1164.83,6138.08,9.08,Persons,unit,117536.0,163129.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",393.01666259765625,322.3666687011719,415.8166809082031,70.6500015258789,590.6166381835938,22.78333282470703,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",64.0,68.13333129882812,6.0,Number,unit,Total of all violations-Actual incidents,9196.75
Manitoba,2013-08,"Index, 201612=100",units,94.3,96.3,95.0,Dollars,units,"Median total income,Both sexes,All age groups",2615.83,Dollars,unit,Average expenditure per household,608.08,1091.42,12.0,351.58,1046.0,248.5,1164.83,6138.08,9.08,Persons,unit,208233.0,280286.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",395.6166687011719,324.3500061035156,416.9666748046875,71.28333282470703,588.0499877929688,21.33333396911621,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",64.53333282470703,68.53333282470703,5.816666603088379,Number,unit,Total of all violations-Actual incidents,9196.75
Manitoba,2013-07,"Index, 201612=100",units,94.3,96.3,94.9,Dollars,units,"Median total income,Both sexes,All age groups",2615.83,Dollars,unit,Average expenditure per household,608.08,1091.42,12.0,351.58,1046.0,248.5,1164.83,6138.08,9.08,Persons,unit,177404.0,255526.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",397.6166687011719,325.48333740234375,420.0,72.11666870117188,587.5499877929688,22.399999618530273,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",65.01667022705078,69.26667022705078,6.083333492279053,Number,unit,Total of all violations-Actual incidents,9196.75
Manitoba,2013-11,"Index, 201612=100",units,94.4,96.3,95.0,Dollars,units,"Median total income,Both sexes,All age groups",2615.83,Dollars,unit,Average expenditure per household,608.08,1091.42,12.0,351.58,1046.0,248.5,1164.83,6138.08,9.08,Persons,unit,126556.0,172707.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",393.8833312988281,320.8333435058594,417.6166687011719,73.06666564941406,590.0166625976562,23.733333587646484,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",64.19999694824219,68.44999694824219,6.183333396911621,Number,unit,Total of all violations-Actual incidents,9196.75
Manitoba,2013-02,"Index, 201612=100",units,91.9,96.3,93.3,Dollars,units,"Median total income,Both sexes,All age groups",2615.83,Dollars,unit,Average expenditure per household,608.08,1091.42,12.0,351.58,1046.0,248.5,1164.83,6138.08,9.08,Persons,unit,130316.0,174658.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",397.7166748046875,325.04998779296875,417.4666748046875,72.66666412353516,584.683349609375,19.766666412353516,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",65.63333129882812,69.30000305175781,5.2166666984558105,Number,unit,Total of all violations-Actual incidents,9196.75
Manitoba,2013-09,"Index, 201612=100",units,94.4,96.3,95.0,Dollars,units,"Median total income,Both sexes,All age groups",2615.83,Dollars,unit,Average expenditure per household,608.08,1091.42,12.0,351.58,1046.0,248.5,1164.83,6138.08,9.08,Persons,unit,140465.0,195855.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",396.04998779296875,321.9666748046875,418.04998779296875,74.05000305175781,588.7000122070312,22.016666412353516,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",64.73332977294922,68.80000305175781,5.900000095367432,Number,unit,Total of all violations-Actual incidents,9196.75
Manitoba,2013-10,"Index, 201612=100",units,94.4,96.3,95.0,Dollars,units,"Median total income,Both sexes,All age groups",2615.83,Dollars,unit,Average expenditure per household,608.08,1091.42,12.0,351.58,1046.0,248.5,1164.83,6138.08,9.08,Persons,unit,122115.0,177879.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",394.2166748046875,320.76666259765625,416.6833190917969,73.44999694824219,589.4000244140625,22.516666412353516,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",64.26667022705078,68.33333587646484,6.0,Number,unit,Total of all violations-Actual incidents,9196.75
Nova Scotia,1991-03,"Index, 201612=100",units,54.3,59.8,55.6,,,,,,,,,,,,,,,,,Persons,unit,14352.0,23490.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",243.13333129882812,202.9166717529297,274.29998779296875,40.20000076293945,427.29998779296875,31.149999618530273,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",52.71666717529297,59.983333587646484,11.716666221618652,,,,
Nova Scotia,1991-05,"Index, 201612=100",units,54.3,59.8,55.7,,,,,,,,,,,,,,,,,Persons,unit,10757.0,35693.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",244.4499969482422,202.88333129882812,275.4666748046875,41.54999923706055,428.1833190917969,31.016666412353516,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",52.79999923706055,60.233333587646484,12.166666984558105,,,,
Nova Scotia,1991-06,"Index, 201612=100",units,54.3,59.8,55.7,,,,,,,,,,,,,,,,,Persons,unit,7218.0,47311.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",242.21665954589844,202.23333740234375,274.1499938964844,40.0,428.54998779296875,31.91666603088379,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",52.41666793823242,59.900001525878906,12.550000190734863,,,,
Nova Scotia,1991-08,"Index, 201612=100",units,54.3,59.8,55.7,,,,,,,,,,,,,,,,,Persons,unit,10486.0,75177.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",241.0500030517578,199.60000610351562,273.73333740234375,41.41666793823242,429.1499938964844,32.70000076293945,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",52.08333206176758,59.68333435058594,12.516666412353516,,,,
Nova Scotia,1991-07,"Index, 201612=100",units,54.3,59.8,55.7,,,,,,,,,,,,,,,,,Persons,unit,10573.0,71511.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",241.6666717529297,200.1666717529297,273.51666259765625,41.5,429.0833435058594,31.850000381469727,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",52.16666793823242,59.58333206176758,12.416666984558105,,,,
Nova Scotia,1991-11,"Index, 201612=100",units,54.2,60.8,55.8,,,,,,,,,,,,,,,,,Persons,unit,5149.0,14118.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",239.18333435058594,198.0833282470703,273.1166687011719,41.06666564941406,430.1333312988281,33.93333435058594,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",51.36666488647461,59.28333282470703,12.983333587646484,,,,
Nova Scotia,1991-10,"Index, 201612=100",units,54.3,60.8,55.9,,,,,,,,,,,,,,,,,Persons,unit,8145.0,41878.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",239.48333740234375,198.4166717529297,273.23333740234375,41.08333206176758,429.9333190917969,33.733333587646484,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",51.61666488647461,59.36666488647461,12.516666412353516,,,,
Nova Scotia,1991-12,"Index, 201612=100",units,54.4,60.8,55.9,,,,,,,,,,,,,,,,,Persons,unit,4176.0,13371.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",239.6999969482422,199.06666564941406,272.95001220703125,40.63333511352539,430.20001220703125,33.25,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",51.599998474121094,59.33333206176758,12.75,,,,
Nova Scotia,1991-01,"Index, 201612=100",units,54.5,59.1,55.7,,,,,,,,,,,,,,,,,Persons,unit,5095.0,12959.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",245.75,205.26666259765625,276.04998779296875,40.483333587646484,426.79998779296875,30.25,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",53.483333587646484,60.650001525878906,11.199999809265137,,,,
Nova Scotia,1991-09,"Index, 201612=100",units,54.3,59.8,55.7,,,,,,,,,,,,,,,,,Persons,unit,8319.0,69819.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",239.0500030517578,198.71665954589844,272.8166809082031,40.349998474121094,429.73333740234375,33.75,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",51.58333206176758,59.5,13.050000190734863,,,,
Nova Scotia,1991-04,"Index, 201612=100",units,54.3,59.8,55.6,,,,,,,,,,,,,,,,,Persons,unit,12271.0,22602.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",243.1999969482422,201.11666870117188,273.70001220703125,42.099998474121094,427.7833251953125,30.516666412353516,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",52.516666412353516,59.66666793823242,11.583333015441895,,,,
Nova Scotia,1991-02,"Index, 201612=100",units,54.3,59.8,55.6,,,,,,,,,,,,,,,,,Persons,unit,6020.0,12796.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",243.88333129882812,204.06666564941406,275.3333435058594,39.86666488647461,426.98333740234375,31.41666603088379,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",53.099998474121094,60.5,11.783333778381348,,,,
New Brunswick,1981-07,"Index, 201612=100",units,63.6,38.0,57.4,,,,,,,,,,,,,,,,,Persons,unit,524150.0,990994.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",160.18333435058594,138.5500030517578,179.1999969482422,21.600000381469727,311.1499938964844,19.03333282470703,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",48.53333282470703,54.56666564941406,10.800000190734863,,,,
New Brunswick,1981-11,"Index, 201612=100",units,62.7,39.0,57.2,,,,,,,,,,,,,,,,,Persons,unit,312038.0,529967.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",158.78334045410156,137.0833282470703,180.85000610351562,21.700000762939453,311.5666809082031,22.08333396911621,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",47.91666793823242,54.900001525878906,12.25,,,,
New Brunswick,1981-04,"Index, 201612=100",units,62.1,38.0,56.2,,,,,,,,,,,,,,,,,Persons,unit,370447.0,640834.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",161.89999389648438,139.01666259765625,180.78334045410156,22.850000381469727,310.3166809082031,18.883333206176758,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",49.06666564941406,55.08333206176758,10.566666603088379,,,,
New Brunswick,1981-10,"Index, 201612=100",units,62.7,39.0,57.2,,,,,,,,,,,,,,,,,Persons,unit,357984.0,618386.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",157.96665954589844,136.9499969482422,180.11666870117188,21.0,311.4333190917969,22.133333206176758,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",47.75,54.71666717529297,12.216666221618652,,,,
New Brunswick,1981-03,"Index, 201612=100",units,62.1,38.0,56.2,,,,,,,,,,,,,,,,,Persons,unit,335338.0,589766.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",161.25,139.25,179.4166717529297,21.96666717529297,310.0666809082031,18.16666603088379,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",48.81666564941406,54.61666488647461,10.316666603088379,,,,
New Brunswick,1981-06,"Index, 201612=100",units,63.3,38.0,57.2,,,,,,,,,,,,,,,,,Persons,unit,431776.0,767869.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",161.46665954589844,139.13333129882812,180.01666259765625,22.33333396911621,310.95001220703125,18.549999237060547,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",48.900001525878906,54.83333206176758,10.433333396911621,,,,
New Brunswick,1981-05,"Index, 201612=100",units,63.3,38.0,57.2,,,,,,,,,,,,,,,,,Persons,unit,432718.0,752797.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",162.28334045410156,138.68333435058594,181.03334045410156,23.600000381469727,310.6499938964844,18.766666412353516,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",49.18333435058594,55.150001525878906,10.433333396911621,,,,
New Brunswick,1981-08,"Index, 201612=100",units,64.6,39.0,58.3,,,,,,,,,,,,,,,,,Persons,unit,491952.0,913864.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",161.1666717529297,138.98333740234375,179.51666259765625,22.183332443237305,311.26666259765625,18.33333396911621,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",48.86666488647461,54.650001525878906,10.033333778381348,,,,
New Brunswick,1981-02,"Index, 201612=100",units,62.1,38.0,56.2,,,,,,,,,,,,,,,,,Persons,unit,293935.0,525112.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",161.64999389648438,139.43333435058594,181.0500030517578,22.200000762939453,309.8333435058594,19.41666603088379,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",49.04999923706055,55.266666412353516,10.783333778381348,,,,
New Brunswick,1981-09,"Index, 201612=100",units,64.6,39.0,58.3,,,,,,,,,,,,,,,,,Persons,unit,368633.0,655332.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",159.76666259765625,138.0500030517578,181.68333435058594,21.71666717529297,311.3166809082031,21.899999618530273,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",48.349998474121094,55.28333282470703,11.899999618530273,,,,
New Brunswick,1981-12,"Index, 201612=100",units,62.7,39.0,57.2,,,,,,,,,,,,,,,,,Persons,unit,323921.0,550007.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",156.93333435058594,135.9499969482422,179.60000610351562,20.983333587646484,311.8333435058594,22.649999618530273,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",47.28333282470703,54.38333511352539,12.533333778381348,,,,
New Brunswick,1981-01,"Index, 201612=100",units,61.4,38.0,55.9,,,,,,,,,,,,,,,,,Persons,unit,284871.0,503932.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",160.28334045410156,138.1666717529297,180.13333129882812,22.100000381469727,309.70001220703125,19.850000381469727,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",48.66666793823242,54.96666717529297,11.083333015441895,,,,
Prince Edward Island,2007-11,"Index, 201612=100",units,101.1,86.8,98.4,Dollars,units,"Median total income,Both sexes,All age groups",2084.17,,,,,,,,,,,,,Persons,unit,19.0,102.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",42.78333282470703,36.13333511352539,47.93333435058594,6.683333396911621,68.76667022705078,5.116666793823242,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",59.900001525878906,67.73332977294922,11.449999809265137,Number,unit,Total of all violations-Actual incidents,781.92
Prince Edward Island,2007-06,"Index, 201612=100",units,100.0,85.9,97.3,Dollars,units,"Median total income,Both sexes,All age groups",2084.17,,,,,,,,,,,,,Persons,unit,20.0,129.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",43.29999923706055,36.5,48.18333435058594,6.7833333015441895,68.56666564941406,4.883333206176758,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",60.83333206176758,68.30000305175781,11.100000381469727,Number,unit,Total of all violations-Actual incidents,781.92
Prince Edward Island,2007-04,"Index, 201612=100",units,99.2,85.9,96.8,Dollars,units,"Median total income,Both sexes,All age groups",2084.17,,,,,,,,,,,,,Persons,unit,8.0,15.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",43.516666412353516,36.349998474121094,47.983333587646484,7.150000095367432,68.53333282470703,4.4666666984558105,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",61.18333435058594,67.53333282470703,9.583333015441895,Number,unit,Total of all violations-Actual incidents,781.92
Prince Edward Island,2007-03,"Index, 201612=100",units,100.0,85.9,97.3,Dollars,units,"Median total income,Both sexes,All age groups",2084.17,,,,,,,,,,,,,Persons,unit,4.0,5.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",43.58333206176758,36.266666412353516,48.71666717529297,7.316666603088379,68.43333435058594,5.099999904632568,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",61.53333282470703,68.94999694824219,10.75,Number,unit,Total of all violations-Actual incidents,781.92
