Province,Listprice,date added,locality,postal_code,year_built,taxes,basement,Lot_size,Beds,Baths,Area,MonthyrAdded,PricePerSqft,Age 
Prince Edward Island,49900,03-Oct-18,Argyle Shore,C0A1H7,2018,,,,,,780.8249027,Oct-18,63.90677324,0
Prince Edward Island,239900,25-Sep-18,Charlottetown,C1E1J6,2018,"2,266 CAD (2018)",Full,0.19 Ac,3,1,1100,Sep-18,218.0909091,0
Prince Edward Island,489000,25-Oct-18,Charlottetown,C1A5C7,1913,"3,251 CAD (2018)",,0.09 Ac,7,4,780.8249027,Oct-18,626.2607638,105
Prince Edward Island,219900,23-Aug-18,Summerside,C1N0G4,2017,,Full Undeveloped,0.12 Ac,2,1,1222,Aug-18,179.9509002,1
Prince Edward Island,364900,18-Jun-18,New Dominion,C0A1H6,2018,"2,306.27 CAD (2018)",,1.74 Ac,2,2,2719,Jun-18,134.2037514,0
Prince Edward Island,219000,06-Sep-18,Mount Stewart,C0A 1T0,1948,"1,739.88 CAD (2018)",Full,0.25 Ac,2,1,1700,Sep-18,128.8235294,70
Prince Edward Island,189900,18-Oct-18,Anglo Rustico,C0A 1N0,2018,"1,581.2 CAD (2018)",,5.11 Ac,3,1,840,Oct-18,226.0714286,0
Prince Edward Island,678000,31-Oct-18,Charlottetown,C1E3H8,2018,,Full,0.17 Ac,5,2,3317,Oct-18,204.4015677,0
Prince Edward Island,89900,27-Jun-18,St. Patrick Road,C0A 1T0,1991,499 CAD (2018),Full,0.69 Ac,2,1,826,Jun-18,108.8377724,27
Prince Edward Island,279900,05-Oct-18,Cornwall,C0A1H0,1872,"1,936 CAD (2018)",Full Undeveloped,9.5 Ac,4,2,3355,Oct-18,83.42771982,146
Prince Edward Island,299888,15-Aug-18,Little Pond,C0A2B0,2009,,,1.57 Ac,3,1,1536,Aug-18,195.2395833,9
Prince Edward Island,29900,29-Oct-18,Tignish,C0B2B0,2018,580 CAD (2018),,0.37 Ac,3,1,1032,Oct-18,28.97286822,0
Prince Edward Island,219900,24-Apr-17,Long River,C0B 1M0,2018,,,0.8 Ac,,,780.8249027,Apr-17,281.6252392,0
Prince Edward Island,219900,23-Aug-18,Summerside,C1N0G4,2017,,Full,0.12 Ac,2,1,1222,Aug-18,179.9509002,1
Prince Edward Island,179900,04-Jun-18,Dock Corner,C0B 1B0,2018,"1,090.95 CAD (2018)",,,3,1,1561,Jun-18,115.2466368,0
Prince Edward Island,399900,03-Aug-18,Elmsdale,C0B1K0,2012,"2,340 CAD (2018)",,1.38 Ac,3,2,3200,Aug-18,124.96875,6
Prince Edward Island,199900,18-Jul-18,Summerside,C1N 1J9,2018,"2,124 CAD (2018)",Full,0.15 Ac,5,2,3300,Jul-18,60.57575758,0
Prince Edward Island,139000,30-Jul-18,Tarantum,C1B 3G8,2018,,,1.98 Ac,2,1,1056,Jul-18,131.6287879,0
Prince Edward Island,285000,14-Sep-18,Scotchford,C0A1T0,2018,"1,143 CAD (2018)",,49 Ac,5,2,2714,Sep-18,105.0110538,0
Prince Edward Island,187000,16-Aug-18,White Sands,C0A1W0,2000,"1,398 CAD (2018)",,1.32 Ac,2,1,960,Aug-18,194.7916667,18
Prince Edward Island,80000,06-Sep-18,Tignish,C0B2B0,2018,"1,308 CAD (2018)",,0.87 Ac,3,1,1266,Sep-18,63.19115324,0
Prince Edward Island,27500,28-Apr-17,Kensington,C0B1M0,2018,427 CAD (2015),,,,,780.8249027,Apr-17,35.21916361,0
Prince Edward Island,775000,20-Aug-15,Anglo Rustico,C0A 1X0,2018,"7,298 CAD (2015)",,32.86 Ac,,,780.8249027,Aug-15,992.5400654,0
Prince Edward Island,22700,08-Aug-17,Pleasant Grove,C0A1P0,2018,,,1 Ac,,,780.8249027,Aug-17,29.07181869,0
Prince Edward Island,289000,21-Aug-18,Meadowbank,C0A1H0,1980,"1,849.5 CAD (2018)",Walkout,,4,3,2338,Aug-18,123.609923,38
Prince Edward Island,259900,19-Nov-18,Charlottetown,C1A 9A4,2018,"3,997.57 CAD (2018)",,0.22 Ac,3,2,2031,Nov-18,127.966519,0
Prince Edward Island,299900,21-Nov-18,Summerside,C1N 6C3,2002,"4,688 CAD (2018)",Full,0.26 Ac,4,3,2969,Nov-18,101.0104412,16
Prince Edward Island,299900,31-Aug-18,Charlottetown,C1A0C7,2018,"3,696 CAD (2018)",Full,0.17 Ac,3,2,1538,Aug-18,194.993498,0
Prince Edward Island,42500,20-Aug-15,Miltonvale Park,C0A 1X0,2018,,,,,,780.8249027,Aug-15,54.42961649,0
Prince Edward Island,919999,20-Jun-18,Cornwall,C0A1H4,2018,"6,760 CAD (2018)",,0.5 Ac,5,3,3700,Jun-18,248.6483784,0
Prince Edward Island,29900,11-Jan-18,Poplar Point,C0A1G0,2018,,,9.3 Ac,,,780.8249027,Jan-18,38.29283607,0
Prince Edward Island,369900,06-Oct-17,Tryon,C0B 1A0,2018,"1,600 CAD (2017)",,2.5 Ac,3,2,1600,Oct-17,231.1875,0
Prince Edward Island,389500,01-Oct-18,Stratford,C1B1L6,2005,,,0.41 Ac,3,1,1770,Oct-18,220.0564972,13
Prince Edward Island,179000,29-Nov-17,Stanley Bridge,C0A1E0,1985,"1,478 CAD (2016)",Full,1.84 Ac,2,2,1600,Nov-17,111.875,33
Prince Edward Island,299000,21-Aug-18,Murray Harbour North,C0A1V0,2018,"2,198.6 CAD (2018)",Full,,3,1,1235,Aug-18,242.1052632,0
Prince Edward Island,84900,16-Aug-18,West St. Peters,C1B0E5,2018,481 CAD (2018),,1 Ac,,,780.8249027,Aug-18,108.7311633,0
Prince Edward Island,399900,30-Sep-18,Summerside,C1N 6H2,2007,"4,909 CAD (2018)",Full,0.27 Ac,4,2,3023,Sep-18,132.2858088,11
Prince Edward Island,48000,16-Aug-18,Charlottetown,C1C0A2,2018,,,1 Ac,,,780.8249027,Aug-18,61.47344921,0
Prince Edward Island,449000,12-Oct-18,Cornwall,C0A 1H0,2017,"4,340.74 CAD (2018)",Full,0.23 Ac,3,2,2260,Oct-18,198.6725664,1
Prince Edward Island,649900,16-Aug-18,Eglington,C0A2B0,2008,"3,666 CAD (2018)",Crawl,1 Ac,5,4,2238,Aug-18,290.3932082,10
Prince Edward Island,378000,22-Aug-18,Charlottetown,C1E0G8,2013,,Part,0.17 Ac,4,2,2248,Aug-18,168.1494662,5
Prince Edward Island,145900,11-Nov-18,Stanley Bridge,C1E0V7,2013,,,0.5 Ac,2,2,1050,Nov-18,138.952381,5
Prince Edward Island,669000,07-Jul-18,Cornwall,C0A 1H8,2012,"5,973 CAD (2018)",Full,0.48 Ac,5,3,3550,Jul-18,188.4507042,6
Prince Edward Island,1749900,30-Jul-18,Cornwall,C0A 1H0,2018,,Slab,0.86 Ac,3,2,1420,Jul-18,1232.323944,0
Prince Edward Island,649000,17-Sep-18,Charlottetown,C1E 3H8,2015,"6,168 CAD (2018)",Full,0.18 Ac,5,3,3274,Sep-18,198.2284667,3
Prince Edward Island,189000,22-Oct-18,Charlottetown,C1A 9H3,2018,"3,182.16 CAD (2018)",,,3,1,1200,Oct-18,157.5,0
Prince Edward Island,15000,18-Jan-18,Blooming Point,,2018,300 CAD (2017),,0.26 Ac,,,780.8249027,Jan-18,19.21045288,0
Prince Edward Island,255000,21-Aug-18,Wellington Centre,C0B2E0,2018,"3,021 CAD (2018)",Crawl,0.35 Ac,3,2,1750,Aug-18,145.7142857,0
Prince Edward Island,24900,20-Aug-18,Cornwall,C0A1H5,1974,,,,2,1,780.8249027,Aug-18,31.88935178,44
Prince Edward Island,179900,05-Oct-18,Stanley Bridge,C0A1E0,2013,"1,728 CAD (2018)",,0.5 Ac,2,2,1150,Oct-18,156.4347826,5
Prince Edward Island,279000,13-Aug-18,Emyvale,C0A 1Y0,2018,"2,025.27 CAD (2018)",,1.13 Ac,4,2,2150,Aug-18,129.7674419,0
Prince Edward Island,1000000,13-Nov-18,Charlottetown,C1A 7J7,2001,"9,612 CAD (2018)",Full,2.03 Ac,7,4,6440,Nov-18,155.2795031,17
Prince Edward Island,499000,04-Jul-18,Springbrook,C0B1M0,2018,"4,234 CAD (2018)",,4.07 Ac,3,2,1120,Jul-18,445.5357143,0
Prince Edward Island,229000,19-Oct-18,New London,C0B1M0,1999,"2,033 CAD (2018)",Full,2.5 Ac,5,3,2960,Oct-18,77.36486486,19
Prince Edward Island,589900,04-Nov-18,Stratford,C1E 0H9,2018,"4,931 CAD (2018)",Full,,4,3,3096,Nov-18,190.5361757,0
Prince Edward Island,798600,01-Aug-18,Bunbury,C1A7J8,1980,"4,551 CAD (2018)",,3.18 Ac,10,1,4854,Aug-18,164.5241038,38
Prince Edward Island,77000,11-Oct-18,Charlottetown,C1C1C2,2018,,,,,,780.8249027,Oct-18,98.61365811,0
Prince Edward Island,48000,15-Mar-18,Lower Montague,C0A1R0,2018,278.88 CAD (2017),,0.3 Ac,,,780.8249027,Mar-18,61.47344921,0
Prince Edward Island,275000,25-Oct-18,North Rustico,C0A1X0,2018,"1,429 CAD (2018)",Full,0.23 Ac,2,2,780.8249027,Oct-18,352.1916361,0
Prince Edward Island,419000,24-Oct-18,Charlottetown,C1A 2S9,2018,"4,114.63 CAD (2018)",Full,0.17 Ac,4,3,2498,Oct-18,167.7341873,0
Prince Edward Island,224900,21-Nov-18,Charlottetown,C1A 1S9,2018,,,,3,1,1257,Nov-18,178.9180589,0
Prince Edward Island,18900,27-Jul-18,Cable Head East,C0A2A0,2018,354.5 CAD (2017),,,,,780.8249027,Jul-18,24.20517063,0
Prince Edward Island,649888,23-May-18,Charlottetown,C1E 1Z4,2018,"4,648.87 CAD (2018)",,2.5 Ac,8,6,4795,May-18,135.5345151,0
Prince Edward Island,399000,28-May-18,Stratford,,2018,"3,498.27 CAD (2017)",Full,0.46 Ac,4,3,3115,May-18,128.0898876,0
Prince Edward Island,149000,29-Oct-18,Brackley,C1E1H4,2018,"1,102.26 CAD (2018)",,1.01 Ac,2,1,1000,Oct-18,149,0
Prince Edward Island,19900,31-Aug-17,St. Marys Road,C0A1R0,2018,,,10 Ac,,,780.8249027,Aug-17,25.48586749,0
Prince Edward Island,150000,23-Aug-18,Grand Tracadie,C0A1P0,2018,,,,,,780.8249027,Aug-18,192.1045288,0
Prince Edward Island,319000,18-Sep-18,Cornwall,C0A1H4,2012,"3,254 CAD (2018)",,0.25 Ac,4,3,2184,Sep-18,146.0622711,6
Prince Edward Island,299000,16-Nov-18,Charlottetown,,1976,"2,182.9 CAD (2018)",,0.34 Ac,5,2,2592,Nov-18,115.3549383,42
Prince Edward Island,169000,18-Jun-17,Savage Harbour,C0A 1T0,2004,"1,152.34 CAD (2018)",,0.28 Ac,4,2,960,Jun-17,176.0416667,14
Prince Edward Island,88800,02-May-18,Cumberland,C0A1H2,2018,,,0.6 Ac,,,780.8249027,May-18,113.725881,0
Prince Edward Island,60000,16-Jul-18,Rocky Point,C0A 1H2,2018,,,,2,1,660,Jul-18,90.90909091,0
Prince Edward Island,674000,04-Jul-18,Cornwall,C0A1H4,2001,"7,231.98 CAD (2018)",Slab,,5,4,3515,Jul-18,191.7496444,17
Prince Edward Island,99000,06-Jan-16,New Glasgow,C0A 1N0,2018,"1,496 CAD (2014)",,2.35 Ac,,,780.8249027,Jan-16,126.788989,0
Prince Edward Island,339000,01-Oct-18,Charlottetown,C1E0P3,1974,"3,767 CAD (2018)",Full Partially Developed,0.61 Ac,3,1,2085,Oct-18,162.5899281,44
Prince Edward Island,338000,07-Nov-18,Charlottetown,C1A 2B8,2018,"3,782.99 CAD (2018)",,0.11 Ac,,,780.8249027,Nov-18,432.8755382,0
Prince Edward Island,369900,02-Nov-18,Charlottetown,C1E 1S4,2018,"3,744 CAD (2017)",Full,,2,2,3156,Nov-18,117.2053232,0
Prince Edward Island,329000,29-Oct-18,Charlottetown,C1E 2H6,2006,,Full,0.18 Ac,3,2,2690,Oct-18,122.3048327,12
Prince Edward Island,259900,19-Oct-18,Charlottetown,C1C1C7,2018,"2,925.43 CAD (2018)",,,3,2,2011,Oct-18,129.2391845,0
Prince Edward Island,449000,16-Aug-18,Argyle Shore,C0A1H0,2008,"2,367 CAD (2018)",Full,3.2 Ac,3,2,1991,Aug-18,225.5148167,10
Prince Edward Island,599900,11-May-18,St. Margaret's,C0A 2B0,2004,"3,460.01 CAD (2018)",Full,5.61 Ac,3,2,1600,May-18,374.9375,14
Prince Edward Island,18000,11-Jan-18,Rocky Point,C0A1H4,2018,208.32 CAD (2018),,1 Ac,,,780.8249027,Jan-18,23.05254345,0
Prince Edward Island,19900,31-Aug-17,St. Marys Road,C0A1R0,2018,,,10 Ac,,,780.8249027,Aug-17,25.48586749,0
Prince Edward Island,558000,11-Nov-18,Charlottetown,C1A4N9,1840,"3,244 CAD (2018)",,0.25 Ac,5,2,780.8249027,Nov-18,714.6288471,178
Prince Edward Island,539000,15-Oct-18,Stratford,C1B 2C8,2001,"3,309.64 CAD (2017)",Full,0.38 Ac,4,2,2236,Oct-18,241.0554562,17
Prince Edward Island,179900,08-Nov-18,Charlottetown,C1A 2K9,2018,,,0.1 Ac,3,1,850,Nov-18,211.6470588,0
Prince Edward Island,669000,09-Oct-18,Charlottetown,C1E 1W8,2018,"7,269 CAD (2018)",Walkout,0.37 Ac,5,3,4094,Oct-18,163.4098681,0
Prince Edward Island,299000,04-Jul-18,Suffolk,C1C0R1,2018,"2,230.4 CAD (2018)",Slab,,3,2,1350,Jul-18,221.4814815,0
Prince Edward Island,479000,22-Aug-18,Mermaid,C1B0Y5,1984,"2,569.97 CAD (2018)",Full,3.65 Ac,3,3,3315,Aug-18,144.494721,34
Prince Edward Island,23000,11-Jan-18,Savage Harbour,C0-A1T0,2018,334.5 CAD (2017),,1 Ac,,,780.8249027,Jan-18,29.45602775,0
Prince Edward Island,226900,16-Aug-18,Cornwall,C0A 1H0,2018,"2,240 CAD (2018)",Full,0.33 Ac,4,2,1758,Aug-18,129.0671217,0
Prince Edward Island,269000,14-Aug-18,Summerside,C1N5T5,1991,"4,746 CAD (2018)",Full,0.35 Ac,3,2,780.8249027,Aug-18,344.507455,27
Prince Edward Island,999999,26-Oct-18,Montague,C0A 1R0,2018,"6,249.9 CAD (2018)",Full,0.23 Ac,,,780.8249027,Oct-18,1280.695578,0
Prince Edward Island,65000,11-Jan-18,Stanhope,C0A1N0,2018,245.92 CAD (2018),,8.3 Ac,,,780.8249027,Jan-18,83.24529581,0
Prince Edward Island,74500,11-Jun-18,Fortune Cove,C0B1V0,2008,592 CAD (2018),,,3,1,1024,Jun-18,72.75390625,10
Prince Edward Island,11999,02-May-18,Poplar Point,C0A 2P0,2018,,,0.69 Ac,,,780.8249027,May-18,15.36708161,0
Prince Edward Island,349000,21-Nov-18,Charlottetown,C1E 3G4,2018,,,0.17 Ac,3,2,1760,Nov-18,198.2954545,0
Prince Edward Island,234900,16-Nov-18,Summerside,C1N4X7,1976,"3,088 CAD (2018)",,0.32 Ac,3,1,1728,Nov-18,135.9375,42
Prince Edward Island,699000,04-Sep-18,Charlottetown,C1E2L4,2018,,Full,0.26 Ac,5,4,3215,Sep-18,217.4183515,0
Prince Edward Island,52000,14-Mar-18,Fortune Bridge,,2018,,,0.82 Ac,,,780.8249027,Mar-18,66.59623664,0
Prince Edward Island,499000,13-Sep-18,Charlottetown,C1E 0J6,2001,,Full,,4,3,3191,Sep-18,156.3773112,17
Prince Edward Island,529000,23-Jul-18,Charlottetown,C1E 2G8,2018,"5,492.22 CAD (2018)",,,4,2,2655,Jul-18,199.2467043,0
Prince Edward Island,79500,19-Apr-18,Lorne Valley,C0A 1G0,1998,"1,175.6 CAD (2018)",,1.51 Ac,3,1,1088,Apr-18,73.06985294,20
Prince Edward Island,199900,16-Oct-18,Brooklyn,C0A 1R0,1952,"1,755.78 CAD (2018)",Full,2 Ac,3,2,2131,Oct-18,93.80572501,66
Prince Edward Island,899000,22-Nov-18,Cornwall,C0A1H4,2012,,Walkout,1.1 Ac,4,3,3900,Nov-18,230.5128205,6
Prince Edward Island,550000,23-Oct-18,St. Peters Harbour,C0A1S0,2012,"4,714 CAD (2017)",,0.69 Ac,3,3,2792,Oct-18,196.991404,6
Prince Edward Island,74900,16-Aug-18,St. Peters Bay,C0A2A0,1952,700.16 CAD (2018),Part,1 Ac,4,1,1229,Aug-18,60.94385679,66
Prince Edward Island,374900,21-Aug-18,Tenmile House,C0A 1T0,2018,"2,049 CAD (2018)",Full,1.49 Ac,4,2,2112,Aug-18,177.5094697,0
Prince Edward Island,485000,06-Aug-18,Mermaid,C1B 0T6,2018,,,4 Ac,3,2,3964,Aug-18,122.3511604,0
Prince Edward Island,18000,11-Jan-18,Rocky Point,C0A1H4,2018,208.32 CAD (2018),,1 Ac,,,780.8249027,Jan-18,23.05254345,0
Prince Edward Island,29900,12-Mar-18,Park Corner,C0B1M0,2018,,,,,,780.8249027,Mar-18,38.29283607,0
Prince Edward Island,134900,08-Nov-18,Stratford,C1B 1G2,2018,"1,718.44 CAD (2018)",,0.22 Ac,2,1,1008,Nov-18,133.8293651,0
Prince Edward Island,399900,12-Jun-17,Long River,C0B1M0,2018,"2,626 CAD (2017)",,19 Ac,1,1,478,Jun-17,836.6108787,0
Prince Edward Island,309000,31-Oct-18,Stratford,C1B 1Y3,1977,"2,567 CAD (2018)",,,4,2,1650,Oct-18,187.2727273,41
Prince Edward Island,285000,04-Nov-18,Cornwall,C0A1H0,1974,,Full,0.46 Ac,3,2,1986,Nov-18,143.5045317,44
Prince Edward Island,369000,12-Jun-18,North Rustico,C0A 1N0,2018,"2,914.3 CAD (2018)",Full,0.37 Ac,5,3,2120,Jun-18,174.0566038,0
Prince Edward Island,239900,20-Nov-18,St. Raphael,C0B2E0,2007,"1,791 CAD (2018)",Full,1.87 Ac,3,2,2016,Nov-18,118.9980159,11
Prince Edward Island,319000,26-Oct-18,Charlottetown,C1E 1P1,1984,"4,149.54 CAD (2018)",Full,0.24 Ac,4,1,2052,Oct-18,155.4580897,34
Prince Edward Island,125000,20-Sep-18,Blooming Point,C0A 1T0,1951,423.72 CAD (2018),,0.35 Ac,3,1,930,Sep-18,134.4086022,67
Prince Edward Island,37000,27-Jul-18,Cable Head East,C0A2A0,2018,354.5 CAD (2017),,,,,780.8249027,Jul-18,47.38578377,0
Prince Edward Island,59900,14-Mar-18,Murray River,,1986,,,0.49 Ac,2,1,784,Mar-18,76.40306122,32
Prince Edward Island,265000,23-May-18,Sea View,C0B1M0,2000,"2,246 CAD (2018)",,0.66 Ac,3,2,2500,May-18,106,18
Prince Edward Island,144500,09-Jul-18,Cascumpec,C0B1B0,1996,,,0.46 Ac,2,1,800,Jul-18,180.625,22
Prince Edward Island,99900,31-Aug-17,Appin Road,C0A1H5,2018,297 CAD (2016),,44 Ac,,,780.8249027,Aug-17,127.9416162,0
Prince Edward Island,215500,16-Jun-17,Savage Harbour,C0A 1T0,2012,"1,984 CAD (2018)",Crawl,1.02 Ac,3,2,1200,Jun-17,179.5833333,6
Prince Edward Island,549900,09-Nov-18,New Annan,C1N4J8,2009,"4,081 CAD (2018)",Full,1.99 Ac,4,2,2300,Nov-18,239.0869565,9
Prince Edward Island,274899,15-Nov-18,Cornwall,C0A 1H0,1979,"3,895.47 CAD (2018)",Full,0.34 Ac,4,2,1872,Nov-18,146.8477564,39
Prince Edward Island,268000,04-Jul-18,Murray Harbour North,C0A 1R0,1980,,Full,,3,1,1750,Jul-18,153.1428571,38
Prince Edward Island,37000,16-Jul-18,Oyster Bed Bridge,C1E 2Z2,2018,,,,2,1,780.8249027,Jul-18,47.38578377,0
Prince Edward Island,19900,02-Sep-17,St. Marys Road,C0A1R0,2018,,,8.33 Ac,,,780.8249027,Sep-17,25.48586749,0
Prince Edward Island,265900,24-Aug-18,Stanley Bridge,C0A 1E0,2003,,,0.28 Ac,3,2,1536,Aug-18,173.1119792,15
Prince Edward Island,69900,25-Apr-18,Rice Point,C0A 1H6,2018,205 CAD (2018),,0.35 Ac,2,2,624,Apr-18,112.0192308,0
Prince Edward Island,128800,02-Nov-18,Montague,C0A 1R0,1974,"1,789.12 CAD (2018)",Full,,4,1,1587,Nov-18,81.15942029,44
Prince Edward Island,589000,27-Aug-18,Green Bay,C0A 1J0,2018,"3,702.15 CAD (2018)",,20 Ac,3,2,3000,Aug-18,196.3333333,0
Prince Edward Island,699000,29-Jun-18,Summerside,C1N4J9,1998,,Full,,3,1,780.8249027,Jun-18,895.2071041,20
Prince Edward Island,630000,18-Jul-18,Stratford,C1B0G5,2012,,Full Walk Out,,3,3,780.8249027,Jul-18,806.8390209,6
Prince Edward Island,499900,24-Aug-18,Summerside,C1N 6V8,2004,"11,077 CAD (2017)",Full,,3,1,6043,Aug-18,82.72381268,14
Ontario,436900,05-Feb-18,Bourget,K0A 1E0,2018,,Full,0.7 Ac,3,2,1545,Feb-18,282.7831715,0
Ontario,675000,05-Nov-18,Toronto,M5A0C4,2018,,,,2,2,799,Nov-18,844.8060075,0
Ontario,369900,22-Nov-18,Ottawa,K1V 1Y2,2003,,Full,,3,3,780.8249027,Nov-18,473.729768,15
Ontario,1758800,18-Sep-18,Toronto,M3A 3J1,2018,"6,724.66 CAD (2018)",Full,0.143 Ac,3,3,780.8249027,Sep-18,2252.489635,0
Ontario,1539000,22-Oct-18,Oakville,L6L 6W6,2018,,Full,0.155 Ac,5,4,3218,Oct-18,478.2473586,0
Ontario,443000,13-Nov-18,Russell,K4R 1A6,2018,,,,,,780.8249027,Nov-18,567.3487083,0
Ontario,339875,08-Nov-18,Hamilton,L8L 6Z8,1920,"1,968.65 CAD (2018)",Full,0.037 Ac,4,1,1053,Nov-18,322.7682811,98
Ontario,599900,12-Jul-18,Plantagenet,K0B 1L0,2003,"6,878 CAD (2017)",Full,6.5 Ac,5,4,780.8249027,Jul-18,768.2900454,15
Ontario,1799000,13-Oct-18,Toronto,M6P3C7,2018,,,,4,3,780.8249027,Oct-18,2303.973649,0
Ontario,799000,17-Oct-18,Toronto,M8V 3G7,2018,,Full,,3,2,780.8249027,Oct-18,1023.27679,0
Ontario,364900,26-Sep-18,Deep River,K0J 1P0,2012,,Full,0.235 Ac,4,2,1210,Sep-18,301.5702479,6
Ontario,479900,21-Sep-18,Penetanguishene,L9M 1P3,2018,"3,734 CAD (2018)",Walkout,0.287 Ac,6,1,2215,Sep-18,216.6591422,0
Ontario,499000,10-Sep-18,Toronto,M6K 0B4,2018,,,,1,1,780.8249027,Sep-18,639.0677324,0
Ontario,349000,02-Sep-18,Centre Hastings,K0K2K0,2018,,Full (Partially Finished),1.5 Ac,4,2,1800,Sep-18,193.8888889,0
Ontario,2298000,11-Sep-18,Toronto,M3A 1V9,2018,"8,500 CAD (2018)",,0.169 Ac,5,5,3120,Sep-18,736.5384615,0
Ontario,575000,21-Nov-18,Ottawa,K2K 2Z7,2001,,,,6,4,780.8249027,Nov-18,736.4006937,17
Ontario,995000,04-Sep-18,Toronto,M6S 1C8,2018,,Full,,2,2,780.8249027,Sep-18,1274.293374,0
Ontario,1050000,02-Nov-18,Ottawa,K2C 0N3,2016,,Full,0.204 Ac,4,3,780.8249027,Nov-18,1344.731701,2
Ontario,298888,02-Sep-18,Toronto,M9W6A6,2018,800 CAD (2018),,,3,2,780.8249027,Sep-18,382.7849227,0
Ontario,1249900,08-Nov-18,Brampton,L6Y0S1,2018,,Full,0.115 Ac,4,4,780.8249027,Nov-18,1600.743004,0
Ontario,459900,04-Nov-18,Toronto,M1S 5B2,2018,"1,655.02 CAD (2018)",,,2,2,780.8249027,Nov-18,588.9924852,0
Ontario,349970,24-Sep-18,Midland,L4R 5P2,2009,"3,605 CAD (2018)",,,,1,780.8249027,Sep-18,448.2054796,9
Ontario,1998000,31-Oct-18,Toronto,M6S3H9,2018,,Full,,5,3,780.8249027,Oct-18,2558.832323,0
Ontario,259900,25-Jun-18,Ottawa,K1K 3V3,1988,"2,327 CAD (2018)",,,1,1,780.8249027,Jun-18,332.8531135,30
Ontario,655000,08-May-18,Innisfil,L9S 2A3,2018,"3,898 CAD (2017)",Full,0.115 Ac,4,3,2200,May-18,297.7272727,0
Ontario,559900,05-Apr-18,Burlington,L7L0C4,2018,"2,860 CAD (2017)",,,2,2,1752,Apr-18,319.5776256,0
Ontario,549000,02-Oct-18,Whitby,,2018,,Full,,3,2,780.8249027,Oct-18,703.1025753,0
Ontario,434900,07-Jul-18,Wasaga Beach,L9Z 3C3,2006,,Full,0.131 Ac,4,2,15552,Jul-18,27.96424897,12
Ontario,699900,05-Jul-18,Toronto,M5S 2A2,2018,,,,2,1,647,Jul-18,1081.761978,0
Ontario,439900,27-Nov-18,Toronto,M1B6H9,2018,"1,595.11 CAD (2018)",,,3,2,780.8249027,Nov-18,563.3785481,0
Ontario,579000,29-Nov-18,Oshawa,L1G8A7,2018,,Full,0.088 Ac,3,3,780.8249027,Nov-18,741.5234811,0
Ontario,525000,26-Oct-18,Wasaga Beach,L9Z 0E3,2018,,,0.119 Ac,3,3,1933,Oct-18,271.5985515,0
Ontario,444000,15-Nov-18,Ottawa,K2M 0A8,2018,,Full,,4,3,780.8249027,Nov-18,568.6294052,0
Ontario,568000,14-Oct-18,Ottawa,K2K 2G5,1999,,Full,0.147 Ac,4,4,3090,Oct-18,183.8187702,19
Ontario,1549000,16-Jul-18,Toronto,M6S 2X2,2018,,Full,0.196 Ac,4,2,780.8249027,Jul-18,1983.799434,0
Ontario,489999,30-Nov-18,Whitby,L1R0N5,2018,0 CAD (2018),Full,,3,2,780.8249027,Nov-18,627.54018,0
Ontario,479990,25-Oct-18,Hamilton,L8T 1N5,1960,,Full,0.108 Ac,2,1,780.8249027,Oct-18,614.7216851,58
Ontario,226500,26-Nov-18,Ottawa,K2G 3W9,2018,,Full,,3,2,780.8249027,Nov-18,290.0778385,0
Ontario,769000,10-Sep-18,Toronto,M8W 2W6,2018,,,,3,3,780.8249027,Sep-18,984.8558842,0
Ontario,819000,03-Aug-18,Toronto,M1P 1B7,1953,,Full,,3,2,780.8249027,Aug-18,1048.890727,65
Ontario,2998000,02-Oct-18,Vaughan,L0J1C0,2012,,Yes,,4,7,5800,Oct-18,516.8965517,6
Ontario,685000,15-Nov-18,Whitby,L1P1A4,2018,,N/A (Finished) Apartment In Basement,,4,3,780.8249027,Nov-18,877.2773481,0
Ontario,579900,30-Oct-18,Milton,M9B 0B2,2018,,Full,,3,2,1113,Oct-18,521.0242588,0
Ontario,1495000,05-Oct-18,Toronto,M9M1C2,2007,,Walkout,,5,4,5642,Oct-18,264.9769585,11
Ontario,382000,17-Sep-18,Burlington,L7M 4M7,2018,"2,013.51 CAD (2018)",,,2,2,880,Sep-18,434.0909091,0
Ontario,599900,18-Oct-18,Toronto,M4S3G7,2018,,,,1,2,780.8249027,Oct-18,768.2900454,0
Saskatchewan,948000,02-May-18,RM of Lumsden No 189,S0G 3C0,2014,,Walls: Concrete,4.25 Ac,6,4,2417,May-18,392.2217625,4
Saskatchewan,319900,04-May-18,Martensville,S0K 0A2,2009,,,0.069 Ac,4,2,968,May-18,330.4752066,9
Saskatchewan,174900,04-Aug-18,Saskatoon,S7L 2A9,1947,,Walls: Concrete,0.106 Ac,2,2,600,Aug-18,291.5,71
Saskatchewan,119900,18-Aug-18,Saskatoon,S7K 1G9,1946,,,0.128 Ac,4,2,1080,Aug-18,111.0185185,72
Saskatchewan,279900,08-Sep-18,Moose Jaw,S6H 2M5,1926,,,0.149 Ac,3,1,1344,Sep-18,208.2589286,92
Saskatchewan,258000,08-Sep-18,Regina,S4S 7A5,1983,,Walls: Concrete,,3,2,1308,Sep-18,197.2477064,35
Saskatchewan,28000,30-May-18,Senlac,S0L 2Y0,1930,,,0.138 Ac,1,1,576,May-18,48.61111111,88
